ISO	Language	Level	Category	CategoryEN	Region1Code	Region2Code	Region3Code	Region4Code	Region	Latitude	Longitude	Elevation	ISO2	FIPS	NUTS	HASC	STAT
MZ	PT	1	Provincia	Province	01				Niassa	-13.17230	36.62199	773	MZ-A	MZ07		MZ.NS	01
MZ	PT	1	Provincia	Province	02				Manica	-18.88683	33.37255	759	MZ-B	MZ10		MZ.MN	06
MZ	PT	1	Provincia	Province	03				Gaza	-23.41371	32.77286	111	MZ-G	MZ02		MZ.GA	09
MZ	PT	1	Provincia	Province	04				Inhambane	-23.88328	35.39465	136	MZ-I	MZ03		MZ.IN	08
MZ	PT	1	Provincia	Province	05				Maputo	-25.58839	32.42369	121	MZ-MPM	MZ04		MZ.MP	10
KE	EN	1	County	County	26				Kisumu	-0.15051	34.83705	1280	KE-17	KE26		KE.KU	26
KE	EN	1	County	County	27				Kitui	-1.21783	38.14641	894	KE-18	KE27		KE.KT	27
KE	EN	1	County	County	28				Kwale	-4.22410	39.34007	26	KE-19	KE28		KE.KW	28
KE	EN	1	County	County	29				Laikipia	0.25031	36.72010	1943	KE-20	KE29		KE.LK	29
KE	EN	1	County	County	30				Lamu	-2.17157	40.87881	10	KE-21	KE30		KE.LM	30
KE	EN	1	County	County	31				Machakos	-1.31852	37.40191	1255	KE-22	KE31		KE.MC	31
KE	EN	1	County	County	32				Makueni	-1.94473	37.62179	1263	KE-23	KE32		KE.MK	32
KE	EN	1	County	County	33				Mandera	3.57657	41.08342	554	KE-24	KE33		KE.MD	33
KE	EN	1	County	County	34				Marsabit	2.90319	38.10514	641	KE-25	KE34		KE.MB	34
KE	EN	1	County	County	35				Meru	0.10674	37.74734	1424	KE-26	KE35		KE.ME	35
KE	EN	1	County	County	36				Migori	-1.01629	34.45785	1332	KE-27	KE36		KE.MG	36
KE	EN	1	County	County	37				Mombasa	-4.03768	39.65882	41	KE-28	KE37		KE.MM	37
KE	EN	1	County	County	38				Murang'a	-0.78597	37.02400	1650	KE-29	KE38		KE.MU	38
KE	EN	1	County	County	39				Nakuru	-0.38777	35.92333	2195	KE-31	KE39		KE.NK	39
KE	EN	1	County	County	40				Nandi	0.18455	35.12592	1866	KE-32	KE40		KE.ND	40
KE	EN	1	County	County	41				Narok	-1.12765	35.44322	1947	KE-33	KE41		KE.NR	41
KE	EN	1	County	County	42				Nyamira	-0.61789	34.94217	1903	KE-34	KE42		KE.NM	42
KE	EN	1	County	County	43				Nyandarua	-0.32101	36.47406	2328	KE-35	KE43		KE.NN	43
KE	EN	1	County	County	44				Nyeri	-0.43501	36.98848	1958	KE-36	KE44		KE.NI	44
KE	EN	1	County	County	45				Samburu	1.29049	36.91069	1711	KE-37	KE45		KE.SA	45
KE	EN	1	County	County	46				Siaya	0.04503	34.30053	1216	KE-38	KE46		KE.SI	46
KE	EN	1	County	County	47				Taita/Taveta	-3.43353	38.31630	659	KE-39	KE47		KE.TT	47
KE	EN	1	County	County	48				Tana River	-1.58284	39.85084	116	KE-40	KE48		KE.TR	48
KE	EN	1	County	County	49				Tharaka-Nithi	-0.25348	37.80040	1070	KE-41	KE49		KE.NT	49
KE	EN	1	County	County	50				Trans Nzoia	1.03879	35.01936	2137	KE-42	KE50		KE.TN	50
KE	EN	1	County	County	51				Turkana	3.39162	35.37686	679	KE-43	KE51		KE.TU	51
KE	EN	1	County	County	52				Uasin Gishu	0.49765	35.33891	2196	KE-44	KE52		KE.UG	52
KE	EN	1	County	County	53				Vihiga	0.07461	34.70903	1552	KE-45	KE53		KE.VI	53
MX	ES	1	Estado	State	21				Puebla	19.00608	-97.90010	2119	MX-PUE	MX21		MX.PU	21
MX	ES	1	Estado	State	22				Querétaro	20.85518	-99.84580	1928	MX-QUE	MX22		MX.QE	22
MX	ES	1	Estado	State	23				Quintana Roo	19.60132	-88.11167	9	MX-ROO	MX23		MX.QR	23
MX	ES	1	Estado	State	24				San Luís Potosí	22.58546	-100.41651	1141	MX-SLP	MX24		MX.SL	24
MX	ES	1	Estado	State	25				Sinaloa	25.00144	-107.50915	35	MX-SIN	MX25		MX.SI	25
MX	ES	1	Estado	State	26				Sonora	29.68770	-110.80995	980	MX-SON	MX26		MX.SO	26
MX	ES	1	Estado	State	27				Tabasco	17.93768	-92.59398	16	MX-TAB	MX27		MX.TB	27
MX	ES	1	Estado	State	28				Tamaulipas	24.29101	-98.64089	78	MX-TAM	MX28		MX.TM	28
MX	ES	1	Estado	State	29				Tlaxcala	19.42855	-98.16858	2267	MX-TLA	MX29		MX.TL	29
MX	ES	1	Estado	State	30				Veracruz de Ignacio de la Llave	19.39296	-96.41856	814	MX-VER	MX30		MX.VE	30
NG	EN	1	State	State	12				Ebonyi	6.24471	8.02527	62	NG-EB	NI53		NG.EB	EB
NG	EN	1	State	State	13				Edo	6.67686	6.02661	182	NG-ED	NI37		NG.ED	ED
NG	EN	1	State	State	14				Ekiti	7.65254	5.29892	452	NG-EK	NI54		NG.EK	EK
NG	EN	1	State	State	15				Enugu	6.46467	7.43506	234	NG-EN	NI47		NG.EN	EN
NG	EN	1	State	State	16				Gombe	10.11747	11.24539	447	NG-GO	NI55		NG.GO	GM
NG	EN	1	State	State	17				Imo	5.49367	7.48509	131	NG-IM	NI28		NG.IM	IM
NG	EN	1	State	State	18				Jigawa	12.27749	9.25263	410	NG-JI	NI39		NG.JI	JG
KG	EN	1	Region	Region	01				Batken Province	39.82836	70.79758		KG-B	KG09		KG.BA	I
KG	EN	1	City	City	02				Bishkek	42.87695	74.59335		KG-GB	KG01		KG.GB	VIII
KG	EN	1	Region	Region	03				Chüy Province	42.79437	74.41656		KG-C	KG02		KG.CU	VII
KG	EN	1	Region	Region	04				Issyk Kul Province	42.17753	78.04324		KG-Y	KG07		KG.YK	III
KG	EN	1	Region	Region	05				Jalal-Abad Province	41.17934	72.75223		KG-J	KG03		KG.DA	II
KG	EN	1	Region	Region	06				Naryn Province	41.41483	75.55130		KG-N	KG04		KG.NA	IV
KG	EN	1	City	City	07				Osh City	40.52080	72.80305		KG-GO	KG10		KG.OC	IX
KG	EN	1	Region	Region	08				Osh Province	40.07240	72.99651		KG-O	KG08		KG.OS	V
KG	EN	1	Region	Region	09				Talas Province	42.20027	72.35529		KG-T	KG06		KG.TL	VI
KG	RU	1	регион	Region	01				Баткенская область	42.87695	74.59335		KG-B	KG09		KG.BA	I
KG	RU	1	Сити	City	02				Бишкек	42.79437	74.41656		KG-GB	KG01		KG.GB	VIII
KG	RU	1	регион	Region	03				Чуйская область	42.17753	78.04324		KG-C	KG02		KG.CU	VII
KG	RU	1	регион	Region	04				Иссык-Кульская область	41.17934	72.75223		KG-Y	KG07		KG.YK	III
KG	RU	1	регион	Region	05				Жалалабадская область	41.41483	75.55130		KG-J	KG03		KG.DA	II
KG	RU	1	регион	Region	06				Нарынская область	40.52080	72.80305		KG-N	KG04		KG.NA	IV
KG	RU	1	Сити	City	07				Ош	40.52080	72.80305		KG-GO	KG10		KG.OC	IX
KG	RU	1	регион	Region	08				Ошская область	40.07240	72.99651		KG-O	KG08		KG.OS	V
KG	RU	1	регион	Region	09				Таласская область	42.20027	72.35529		KG-T	KG06		KG.TL	VI
KH	EN	1	Province	Province	02				Kampong Cham	12.05371	105.26433	26	KH-3	CB02		KH.KC	
KH	EN	1	Province	Province	03				Kampong Chhnang	12.12422	104.62059	28	KH-4	CB03		KH.KG	
KH	EN	1	Province	Province	04				Kampong Speu	11.44141	104.53662	51	KH-5	CB04		KH.KS	
KH	EN	1	Province	Province	05				Kampong Thom	12.74182	104.97643	22	KH-6	CB05		KH.KT	
KH	EN	1	Province	Province	07				Kandal	11.49689	104.89627	14	KH-8	CB07		KH.KN	
KH	EN	1	Province	Province	08				Koh Kong	11.26721	103.44930	42	KH-9	CB08		KH.KK	
KH	EN	1	Province	Province	09				Kratie	12.43561	106.10988	40	KH-10	CB09		KH.KH	
KH	EN	1	Province	Province	10				Mondol Kiri	12.63385	107.07550	329	KH-11	CB10		KH.MK	
KH	EN	1	Province	Province	12				Pursat	12.53598	103.87113	37	KH-15	CB12		KH.PO	
KH	EN	1	Province	Province	13				Preah Vihear	13.69377	105.05687	73	KH-13	CB13		KH.PH	
KH	EN	1	Province	Province	14				Prey Veng	11.39795	105.45722	10	KH-14	CB14		KH.PY	
MX	ES	1	Estado	State	08				Chihuahua	28.80854	-106.46894	1470	MX-CHH	MX06		MX.CH	08
MX	ES	1	Estado	State	09				Ciudad de México	19.27689	-99.13941	2415	MX-DIF	MX09		MX.DF	09
MX	ES	1	Estado	State	10				Durango	24.92361	-104.91340	1370	MX-DUR	MX10		MX.DU	10
MX	ES	1	Estado	State	11				Guanajuato	20.90543	-101.01261	1891	MX-GUA	MX11		MX.GJ	11
MX	ES	1	Estado	State	12				Guerrero	17.66800	-99.92183	1722	MX-GRO	MX12		MX.GR	12
MX	ES	1	Estado	State	13				Hidalgo	20.47956	-98.88711	176	MX-HID	MX13		MX.HI	13
MX	ES	1	Estado	State	14				Jalisco	20.58077	-103.61324	1535	MX-JAL	MX14		MX.JA	14
MX	ES	1	Estado	State	15				México	19.35596	-99.64537	2385	MX-MEX	MX15		MX.MX	15
MX	ES	1	Estado	State	16				Michoacán de Ocampo	19.20710	-101.87811	725	MX-MIC	MX16		MX.MC	16
MX	ES	1	Estado	State	17				Morelos	18.74208	-99.07496	1509	MX-MOR	MX17		MX.MR	17
MX	ES	1	Estado	State	18				Nayarit	21.80208	-104.85497	20	MX-NAY	MX18		MX.NA	18
MX	ES	1	Estado	State	19				Nuevo León	25.57259	-99.96897	1186	MX-NLE	MX19		MX.NL	19
MX	ES	1	Estado	State	20				Oaxaca	16.96144	-96.43013	1648	MX-OAX	MX20		MX.OA	20
NG	EN	1	State	State	22				Kebbi	11.79928	4.63675	270	NG-KE	NI40		NG.KE	KB
NG	EN	1	State	State	23				Kogi	7.64895	6.88091	221	NG-KO	NI41		NG.KO	KG
LK	EN	1	Province	Province	10				Northern	9.21257	80.32403	1067	LK-4	CE38			
LR	EN	1	County	County	01				Bomi	6.78446	-10.82481	20	LR-BM	LI15		LR.BM	03
LR	EN	1	County	County	02				Bong	6.91894	-9.70807	232	LR-BG	LI01		LR.BG	06
LR	EN	1	County	County	03				Grand Bassa	6.12487	-9.92685	60	LR-GB	LI11		LR.GB	09
LR	EN	1	County	County	04				Grand Cape Mount	6.95358	-11.19569	57	LR-CM	LI12		LR.CM	12
LR	EN	1	County	County	05				Grand Gedeh	5.72560	-8.06074	222	LR-GG	LI19		LR.GD	15
LR	EN	1	County	County	06				Grand Kru	4.69727	-8.17148	55	LR-GK	LI16		LR.GK	18
LR	EN	1	County	County	07				Lofa	7.80173	-10.17692	459	LR-LO	LI20		LR.LF	21
LR	EN	1	County	County	08				Margibi	6.37602	-10.34256	101	LR-MG	LI17		LR.MG	24
LR	EN	1	County	County	09				Maryland	4.64868	-7.76131	58	LR-MY	LI13		LR.MY	27
LR	EN	1	County	County	10				Gbarpolu	6.30077	-10.79716	203	LR-GP	LI21		LR.GP	45
LR	EN	1	County	County	11				Montserrado	6.33116	-10.73839	58	LR-MO	LI14		LR.MO	30
LR	EN	1	County	County	12				Nimba	6.90945	-8.80130	294	LR-NI	LI09		LR.NI	33
LR	EN	1	County	County	13				River Gee	5.59402	-9.59990	157	LR-RG	LI22		LR-RG	42
LR	EN	1	County	County	14				Sinoe	5.28176	-8.88102	68	LR-SI	LI10		LR.SI	39
LR	EN	1	County	County	15				River Cess	5.91845	-9.37262	91	LR-SI	LI18		LR-RI	36
LS	EN	1	District	District	01				Berea	-29.17145	27.92405	1743	LS-D	LT10		LS.BE	03
LS	EN	1	District	District	02				Butha-Buthe	-28.76749	28.24645	2522	LS-B	LT11		LS.BB	01
LS	EN	1	District	District	03				Leribe	-28.96373	28.29211	2032	LS-C	LT12		LS.LE	02
LS	EN	1	District	District	04				Mafeteng	-29.86990	27.56669	1758	LS-E	LT13		LS.MF	05
LS	EN	1	District	District	05				Maseru	-29.34667	27.51432	1591	LS-A	LT14		LS.MS	04
LS	EN	1	District	District	06				Mohale's Hoek	-30.14440	27.46562	1594	LS-F	LT15		LS.MH	06
NF	EN	1	Territory	Territory	13				Norfolk Island	-29.05601	167.95053	107	NF	NF00		NF	
NG	EN	1	State	State	01				Abia	5.33938	7.48055	92	NG-AB	NI45		NG.AB	AB
NG	EN	1	Federal capital territory	Federal capital territory	02				Abuja	8.91464	7.16111	292	NG-FC	NI11		NG.FC	FC
NG	EN	1	State	State	03				Adamawa	9.46927	12.44344	402	NG-AD	NI35		NG.AD	AD
NG	EN	1	State	State	04				Akwa Ibom	4.97947	7.82339	59	NG-AK	NI21		NG.AK	AK
NG	EN	1	State	State	05				Anambra	6.09620	6.98941	128	NG-AN	NI25		NG.AN	AN
NG	EN	1	State	State	06				Bauchi	11.01640	10.00782	515	NG-BA	NI46		NG.BA	BA
NG	EN	1	State	State	07				Bayelsa	4.69221	6.15423	9	NG-BY	NI52		NG.BY	BY
NG	EN	1	State	State	08				Benue	7.31277	8.43744	139	NG-BE	NI26		NG.BE	BN
NG	EN	1	State	State	09				Borno	11.41739	12.91910	433	NG-BO	NI27		NG.BO	BR
NG	EN	1	State	State	10				Cross River	5.86446	8.51618	96	NG-CR	NI22		NG.CR	CR
NG	EN	1	State	State	11				Delta	5.67328	6.09792	39	NG-DE	NI36		NG.DE	DL
NI	ES	1	Departamento	Departament	06				Chontales	12.12491	-85.15504	73	NI-CO	NU04		NI.CO	
NI	ES	1	Departamento	Departament	07				Estelí	13.15324	-86.47556	833	NI-ES	NU05		NI.ES	
NI	ES	1	Departamento	Departament	08				Granada	11.85833	-86.02500	71	NI-GR	NU06		NI.GR	
NI	ES	1	Departamento	Departament	09				Jinotega	13.43542	-85.90833	1007	NI-JI	NU07		NI.JI	
NI	ES	1	Departamento	Departament	10				León	12.62094	-86.63269	104	NI-LE	NU08		NI.LE	
NI	ES	1	Departamento	Departament	11				Madriz	13.45741	-86.47593	704	NI-MD	NU09		NI.MD	
NI	ES	1	Departamento	Departament	12				Managua	12.12157	-86.32442	123	NI-MN	NU10		NI.MN	
NI	ES	1	Departamento	Departament	13				Masaya	11.95059	-86.10596	1020	NI-MS	NU11		NI.MS	
NI	ES	1	Departamento	Departament	14				Matagalpa	12.87156	-85.79895	330	NI-MT	NU12		NI.MT	
NI	ES	1	Departamento	Departament	15				Nueva Segovia	13.69167	-86.29583	992	NI-NS	NU13		NI.NS	
LV	LV	1	Novads	Region	049				Ķeguma novads	56.74147	24.78295	43	LV-051	LG79	LV007	LV.KG	741001
LV	LV	1	Novads	Region	050				Ķekavas novads	56.82779	24.19949	12	LV-052	LG80	LV007	LV.KK	800800
LV	LV	1	Novads	Region	051				Kocēnu novads	57.53299	25.21609	63	LV-045	LG81	LV008	LV.VR	960200
LV	LV	1	Novads	Region	052				Kokneses novads	56.68748	25.43515	89	LV-046	LG82	LV009	LV.KO	326100
LV	LV	1	Novads	Region	053				Krāslavas novads	55.93795	27.29725	163	LV-047	LG83	LV005	LV.KS	600202
LV	LV	1	Novads	Region	054				Krimuldas novads	57.22589	24.79921	61	LV-048	LG84	LV007	LV.KM	806900
LV	LV	1	Novads	Region	055				Krustpils novads	56.53516	26.01469	112	LV-049	LG85	LV009	LV.KT	566900
LV	LV	1	Novads	Region	056				Kuldīgas novads	56.92346	21.95212	62	LV-050	LG86	LV003	LV.KD	620200
LV	LV	1	Novads	Region	057				Lielvārdes novads	56.75169	24.97100	54	LV-053	LG87	LV007	LV.LL	741401
LV	LV	1	Republikas pilsētas	City	058				Liepāja	56.51770	21.01942	6	LV-LPX	LG16	LV003	LV.LJ	170000
LV	LV	1	Novads	Region	059				Līgatnes novads	57.20571	25.05298	65	LV-055	LG88	LV008	LV.LG	421200
LV	LV	1	Novads	Region	060				Limbažu novads	57.49321	24.66250	60	LV-054	LG89	LV007	LV.LI	660200
LV	LV	1	Novads	Region	061				Līvānu novads	56.38057	26.36357	88	LV-056	LG90	LV005	LV.LV	761201
LV	LV	1	Novads	Region	062				Lubānas novads	56.89427	26.71496	100	LV-057	LG91	LV008	LV.LB	701400
LV	LV	1	Novads	Region	063				Ludzas novads	56.39293	27.81381	147	LV-058	LG92	LV005	LV.LZ	680200
LV	LV	1	Novads	Region	064				Madonas novads	56.79941	26.27225	122	LV-059	LG93	LV008	LV.MD	700200
LV	LV	1	Novads	Region	065				Mālpils novads	56.99307	24.94400	93	LV-061	LG94	LV007	LV.ML	807400
LV	LV	1	Novads	Region	066				Mārupes novads	56.90133	24.02010	14	LV-062	LG95	LV007	LV.MR	807600
LV	LV	1	Novads	Region	067				Mazsalacas novads	57.88745	25.12503	66	LV-060	LG96	LV008	LV.MZ	961000
LV	LV	1	Novads	Region	068				Mērsraga novads	57.34613	23.05181	8	LV-063	LGF1	LV003	LV.ME	887600
LV	LV	1	Novads	Region	069				Naukšēnu novads	57.94027	25.37638	57	LV-064	LG97	LV008	LV.NA	967300
LV	LV	1	Novads	Region	070				Neretas novads	56.29229	25.12893	73	LV-065	LG98	LV009	LV.NE	327100
LV	LV	1	Novads	Region	071				Nīcas novads	56.35111	21.06201	5	LV-066	LG99	LV003	LV.NI	647900
LV	LV	1	Novads	Region	072				Ogres novads	56.85281	25.01642	171	LV-067	LGA1	LV007	LV.OR	740202
LV	LV	1	Novads	Region	073				Olaines novads	56.79067	24.03426	11	LV-068	LGA2	LV007	LV.OL	801000
LV	LV	1	Novads	Region	074				Ozolnieku novads	56.65955	23.86668	3	LV-069	LGA3	LV009	LV.OZ	546701
LV	LV	1	Novads	Region	075				Pārgaujas novads	57.36055	25.06183	74	LV-070	LGA4	LV008	LV.PG	427500
LV	LV	1	Novads	Region	076				Pāvilostas novads	56.83343	21.20721	18	LV-071	LGA5	LV003	LV.PT	641401
LV	LV	1	Novads	Region	077				Pļaviņu novads	56.67721	25.72268	117	LV-072	LGA6	LV009	LV.PL	321400
LV	LV	1	Novads	Region	078				Preiļu novads	56.27223	26.73138	114	LV-073	LGA7	LV005	LV.PI	760202
LV	LV	1	Novads	Region	079				Priekules novads	56.44267	21.56401	53	LV-074	LGA8	LV003	LV.PK	641600
LV	LV	1	Novads	Region	080				Priekuļu novads	57.33939	25.41704	107	LV-075	LGA9	LV008	LV.PU	427300
LV	LV	1	Novads	Region	081				Raunas novads	57.31524	25.70248	116	LV-076	LGB1	LV008	LV.RN	427700
LV	LV	1	Republikas pilsētas	City	082				Rēzekne	56.50476	27.33949	147	LV-REZ	LG23	LV005	LV.RK	210000
LV	LV	1	Novads	Region	083				Rēzeknes novads	56.50301	27.29343	139	LV-077	LGB2	LV005	LV.RE	780200
LV	LV	1	Novads	Region	084				Riebiņu novads	56.32665	26.83787	144	LV-078	LGB3	LV005	LV.RB	766300
LV	LV	1	Republikas pilsētas	City	085				Rīga	56.95822	24.12610	9	LV-RIX	LG25	LV006	LV.RA	010000
LV	LV	1	Novads	Region	086				Rojas novads	57.50406	22.77501	16	LV-079	LGB4	LV003	LV.RR	888301
LV	LV	1	Novads	Region	087				Ropažu novads	56.95901	24.55877	26	LV-080	LGB5	LV007	LV.RP	808400
MV	EN	1	Capital	Capital	02				Malé	4.17535	73.51074	6	MV-MLE	MV40		MV.MA	
MV	EN	1	Province	Province	03				Mathi-Dhekunu	0.22716	73.27391	1	MV-US	MV49		MV.US	
MV	EN	1	Province	Province	04				Mathi-Uthuru	6.75501	73.17259	3	MV-UN	MV50		MV.UN	
MV	EN	1	Province	Province	05				Medhu	2.78151	73.42573	3	MV-CE	MV51		MV.CE	
MV	EN	1	Province	Province	06				Medhu-Dhekunu	1.93049	73.54297	2	MV-SC	MV52		MV.SC	
MV	EN	1	Province	Province	07				Medhu-Uthuru	4.95597	73.46210	2	MV-NC	MV53		MV.NC	
MV	EN	1	Province	Province	08				Uthuru	5.94953	73.41776	3	MV-NO	MV54		MV.NR	
MW	EN	1	Region	Region	01				Northern Region	-10.65425	34.01413	1379	MW-N	-			
MW	EN	1	Region	Region	02				Central Region	-13.48699	33.96083	520	MW-C	-			
MW	EN	1	Region	Region	03				Southern Region	-14.79463	35.02106	934	MW-S	-			
MX	ES	1	Estado	State	01				Aguascalientes	22.00644	-102.36194	1873	MX-AGU	MX01		MX.AG	01
MX	ES	1	Estado	State	02				Baja California	30.55155	-115.09701	67	MX-BCN	MX02		MX.BN	02
MX	ES	1	Estado	State	03				Baja California Sur	25.91871	-112.06620	40	MX-BCS	MX03		MX.BS	03
MX	ES	1	Estado	State	04				Campeche	18.84055	-90.36028	13	MX-CAM	MX04		MX.CM	04
MX	ES	1	Estado	State	05				Coahuila de Zaragoza	27.29544	-102.04404	1078	MX-COA	MX07		MX.CA	05
MX	ES	1	Estado	State	06				Colima	19.13068	-104.11512	120	MX-COL	MX08		MX.CL	06
MX	ES	1	Estado	State	07				Chiapas	16.48524	-92.47291	869	MX-CHP	MX05		MX.CP	07
NO	NO	1	Fylke	County	19				Troms	69.41812	18.55668	206	NO-19	NO18	NO072	NO.TR	19
NO	NO	1	Fylke	County	20				Finnmark	70.33621	25.60577	202	NO-20	NO05	NO073	NO.FI	20
NP	EN	1	Region	Region	01				Madhyamanchal	27.47680	85.33294	1371	NP-1	-		NP.MM	
NP	EN	1	Region	Region	02				Madhya Pashchimanchal	28.63393	82.13358	144	NP-2	-		NP.MP	
NP	EN	1	Region	Region	03				Pashchimanchal	28.03633	83.73196	1050	NP-3	-		NP.PM	
NP	EN	1	Region	Region	04				Purwanchal	26.98804	87.14843	175	NP-4	-		NP.PW	
NP	EN	1	Region	Region	05				Sudur Pashchimanchal	29.23681	80.98005	62	NP-5	-		NP.SP	
NR	EN	1	District	District	01				Aiwo	-0.53223	166.90350	1	NR-01	NR01		NR.AI	
NR	EN	1	District	District	02				Anabar	-0.51733	166.94151	25	NR-02	NR02		NR.AB	
NR	EN	1	District	District	03				Anetan	-0.50689	166.93176	15	NR-03	NR03		NR.AT	
NR	EN	1	District	District	04				Anibare	-0.53300	166.93517	36	NR-04	NR04		NR.AR	
NR	EN	1	District	District	05				Baiti	-0.51625	166.92299	13	NR-05	NR05		NR.BA	
NR	EN	1	District	District	06				Boe	-0.54044	166.90378	1	NR-06	NR06		NR.BO	
NR	EN	1	District	District	07				Buada	-0.53402	166.91397	26	NR-07	NR07		NR.BU	
NR	EN	1	District	District	08				Denigomodu	-0.52438	166.90891	1	NR-08	NR08		NR.DE	
NR	EN	1	District	District	09				Ewa	-0.51298	166.92775	25	NR-09	NR09		NR.EW	
NR	EN	1	District	District	10				Ijuw	-0.52150	166.93842	28	NR-10	NR10		NR.IJ	
NR	EN	1	District	District	11				Meneng	-0.54460	166.92368		NR-11	NR11		NR.ME	
NR	EN	1	District	District	12				Nibok	-0.52260	166.91649	24	NR-12	NR12		NR.NI	
NR	EN	1	District	District	13				Uaboe	-0.51670	166.91670	1	NR-13	NR13		NR.UA	
NR	EN	1	District	District	14				Yaren	-0.54643	166.91381	6	NR-14	NR14		NR.YA	
NU	EN	1	Island	Island	01				Niué	-19.04837	-169.85760	40	NU	NE00		NU.NU	
NZ	EN	1	Region	Region	01				Northland	-35.57858	174.11698	82	NZ-NTL	NZF6		NZ.NO	01
NZ	EN	1	Unitary authority	Unitary authority	02				Auckland	-36.89518	174.80445	10	NZ-AUK	NZE7		NZ.AU	02
NZ	EN	1	Region	Region	03				Waikato	-37.85356	175.47834	99	NZ-WKO	NZG1		NZ.WK	03
NZ	EN	1	Region	Region	04				Bay of Plenty	-37.86128	176.31851	7	NZ-BOP	NZE8		NZ.BP	04
NZ	EN	1	Unitary authority	Unitary authority	05				Gisborne	-38.61497	178.03279	8	NZ-GIS	NZF1		NZ.GI	05
MN	EN	1	Province	Province	046				Uvs	49.35272	93.12637	1268	MN-046	MG19		MN.UV	US
MN	EN	1	Province	Province	047				Töv	46.71311	106.15577	1534	MN-047	MG18		MN.TO	TUV
MN	EN	1	Province	Province	049				Selenge	48.87383	106.55914	733	MN-049	MG16		MN.SL	SG
MN	EN	1	Province	Province	051				Sühbaatar	46.05001	113.72748	1064	MN-051	MG17		MN.SB	SB
MN	EN	1	Province	Province	053				Ömnögovĭ	42.99991	104.89948	1315	MN-053	MG14		MN.OG	UG
MN	EN	1	Province	Province	055				Övörhangay	45.62342	103.18634	1558	MN-055	MG15		MN.OH	UK
MN	EN	1	Province	Province	057				Dzavhan	48.15649	96.69130	1983	MN-057	MG09		MN.DZ	ZK
MN	EN	1	Province	Province	059				Dundgovĭ	45.12780	106.83779	1189	MN-059	MG08		MN.DU	DUG
MN	EN	1	Province	Province	061				Dornod	48.08424	114.46295	821	MN-061	MG06		MN.DD	DR
MN	EN	1	Province	Province	063				Dornogovĭ	43.99523	109.99856	989	MN-063	MG07		MN.DG	DG
MN	EN	1	Province	Province	064				Govĭ-Sümber	46.42789	108.81134	1312	MN-064	MG24		MN.GS	GS
MN	EN	1	Province	Province	065				Govĭ-Altay	45.63881	96.03925	1916	MN-065	MG10		MN.GA	GA
MN	EN	1	Province	Province	067				Bulgan	48.72810	102.99906	1297	MN-067	MG21		MN.BU	BG
MN	EN	1	Province	Province	069				Bayanhongor	44.66628	100.11841	2378	MN-069	MG02		MN.BH	BK
MN	EN	1	Province	Province	071				Bayan-Ölgiy	48.67878	89.90053	2347	MN-071	MG03		MN.BO	BU
MN	EN	1	Province	Province	073				Arhangay	47.31203	101.53876	1418	MN-073	MG01		MN.AR	AK
MN	MN	1	нийслэл	Capital city	001				Улаанбаатар	47.62478	106.98761	1274	MN-1	MG20		MN.UB	UB
MN	MN	1	аймаг	Province	035				Орхон	48.96205	104.50195	1235	MN-035	MG25		MN.ER	ER
MN	MN	1	аймаг	Province	037				Дархан-Уул	49.45947	106.33392	691	MN-037	MG23		MN.DA	DK
MN	MN	1	аймаг	Province	039				Хэнтий	47.73805	110.88226	1335	MN-039	MG11		MN.HN	KHT
MN	MN	1	аймаг	Province	041				Хөвсгөл	49.79580	100.00305	1689	MN-041	MG13		MN.HG	HSG
MN	MN	1	аймаг	Province	043				Ховд	46.99106	92.73560	1509	MN-043	MG12		MN.HD	KH
MN	MN	1	аймаг	Province	046				Увс	49.35272	93.12637	1268	MN-046	MG19		MN.UV	US
MN	MN	1	аймаг	Province	047				Төв	46.71311	106.15577	1534	MN-047	MG18		MN.TO	TUV
MN	MN	1	аймаг	Province	049				Сэлэнгэ	48.87383	106.55914	733	MN-049	MG16		MN.SL	SG
MN	MN	1	аймаг	Province	051				Сүхбаатар	46.05001	113.72748	1064	MN-051	MG17		MN.SB	SB
MN	MN	1	аймаг	Province	053				Өмнөговь	42.99991	104.89948	1315	MN-053	MG14		MN.OG	UG
MN	MN	1	аймаг	Province	055				Өвөрхангай	45.62342	103.18634	1558	MN-055	MG15		MN.OH	UK
MN	MN	1	аймаг	Province	057				Завхан	48.15649	96.69130	1983	MN-057	MG09		MN.DZ	ZK
MN	MN	1	аймаг	Province	059				Дундговь	45.12780	106.83779	1189	MN-059	MG08		MN.DU	DUG
MN	MN	1	аймаг	Province	061				Дорнод	48.08424	114.46295	821	MN-061	MG06		MN.DD	DR
MN	MN	1	аймаг	Province	063				Дорноговь	43.99523	109.99856	989	MN-063	MG07		MN.DG	DG
MN	MN	1	аймаг	Province	064				Говьсүмбэр	46.42789	108.81134	1312	MN-064	MG24		MN.GS	GS
MN	MN	1	аймаг	Province	065				Говь-Алтай	45.63881	96.03925	1916	MN-065	MG10		MN.GA	GA
PE	ES	1	Departamento	Departament	02				Áncash	-9.20455	-77.62624	2075	PE-ANC	PE02		PE.AN	02
PE	ES	1	Departamento	Departament	03				Apurímac	-13.94421	-73.03223	2371	PE-APU	PE03		PE.AP	03
PE	ES	1	Departamento	Departament	04				Arequipa	-15.70122	-72.06387	1382	PE-ARE	PE04		PE.AR	04
