ISO	Language	Level	Category	CategoryEN	Region1Code	Region2Code	Region3Code	Region4Code	Region	Latitude	Longitude	Elevation	ISO2	FIPS	NUTS	HASC	STAT
DZ	FR	1	Región	Región	05				Batna	35.42831	5.98880	717	DZ-05	AG03		DZ.BT	
DZ	FR	1	Región	Región	06				Béjaïa	36.55956	4.86391	551	DZ-06	AG18		DZ.BJ	
DZ	FR	1	Región	Región	07				Biskra	34.75158	5.68498	158	DZ-07	AG19		DZ.BS	
DZ	FR	1	Región	Región	08				Béchar	30.58513	-2.15337	689	DZ-08	AG38		DZ.BC	
DZ	FR	1	Región	Región	09				Blida	36.51404	2.93134	136	DZ-09	AG20		DZ.BL	
DZ	FR	1	Región	Región	10				Bouira	36.33590	3.85931	287	DZ-10	AG21		DZ.BU	
DZ	FR	1	Región	Región	11				Tamanrasset	24.64924	4.07093	635	DZ-11	AG53		DZ.TM	
DZ	FR	1	Región	Región	12				Tébessa	35.31342	7.95745	884	DZ-12	AG33		DZ.TB	
DZ	FR	1	Región	Región	13				Tlemcen	34.88124	-1.53377	1384	DZ-13	AG15		DZ.TL	
DZ	FR	1	Región	Región	14				Tiaret	35.25867	1.42412	794	DZ-14	AG13		DZ.TR	
DZ	FR	1	Región	Región	15				Tizi Ouzou	36.60890	4.11948	330	DZ-15	AG14		DZ.TO	
DZ	FR	1	Región	Región	16				Alger	36.73461	3.02224	108	DZ-16	AG01		DZ.AL	
DZ	FR	1	Región	Región	17				Djelfa	34.79553	3.21398	989	DZ-17	AG22		DZ.DJ	
DZ	FR	1	Región	Región	18				Jijel	36.69425	5.87772	1052	DZ-18	AG24		DZ.JJ	
DZ	FR	1	Región	Región	19				Sétif	36.21768	5.30827	807	DZ-19	AG12		DZ.SF	
DZ	FR	1	Región	Región	20				Saïda	34.78610	0.21107	818	DZ-20	AG10		DZ.SD	
DZ	FR	1	Región	Región	21				Skikda	36.80174	6.67831	385	DZ-21	AG31		DZ.SK	
DZ	FR	1	Región	Región	22				Sidi Bel Abbès	35.02907	-0.54534	481	DZ-22	AG30		DZ.SB	
DZ	FR	1	Región	Región	23				Annaba	36.82251	7.36871	41	DZ-23	AG37		DZ.AN	
DZ	FR	1	Región	Región	24				Guelma	36.41408	7.46413	1360	DZ-24	AG23		DZ.GL	
DZ	FR	1	Región	Región	25				Constantine	36.35497	6.52836	937	DZ-25	AG04		DZ.CO	
DZ	FR	1	Región	Región	26				Médéa	36.08240	2.99058	737	DZ-26	AG06		DZ.MD	
DZ	FR	1	Región	Región	27				Mostaganem	35.84192	0.23994	361	DZ-27	AG07		DZ.MG	
DZ	FR	1	Región	Región	28				Msila	35.42767	4.43037	253	DZ-28	AG27		DZ.MS	
DZ	FR	1	Región	Región	29				Mascara	35.42872	0.10996	454	DZ-29	AG26		DZ.MC	
DZ	FR	1	Región	Región	30				Ouargla	32.62013	5.68094	74	DZ-30	AG50		DZ.OG	
DZ	FR	1	Región	Región	31				Oran	35.70425	-0.49510	148	DZ-31	AG09		DZ.OR	
DZ	FR	1	Región	Región	32				El Bayadh	33.48186	0.71843	1194	DZ-32	AG42		DZ.EB	
DZ	FR	1	Región	Región	33				Illizi	27.12985	8.20331	490	DZ-33	AG46		DZ.IL	
DZ	FR	1	Región	Región	34				Bordj Bou Arréridj	36.07741	4.74713	791	DZ-34	AG39		DZ.BB	
DZ	FR	1	Región	Región	35				Boumerdès	36.69988	3.60418	81	DZ-35	AG40		DZ.BM	
DZ	FR	1	Región	Región	36				El Tarf	36.60051	8.13168	1039	DZ-36	AG44		DZ.ET	
DZ	FR	1	Región	Región	37				Tindouf	27.15713	-5.47432	236	DZ-37	AG54		DZ.TN	
DZ	FR	1	Región	Región	38				Tissemsilt	35.76583	1.85453	1057	DZ-38	AG56		DZ.TS	
DZ	FR	1	Región	Región	39				El Oued	33.66708	6.23335	182	DZ-39	AG43		DZ.EO	
DZ	FR	1	Región	Región	40				Khenchela	35.24060	7.03153	1031	DZ-40	AG47		DZ.KH	
DZ	FR	1	Región	Región	41				Souk Ahras	36.14562	7.84689	734	DZ-41	AG52		DZ.SA	
DZ	FR	1	Región	Región	42				Tipaza	36.60971	2.61776	1073	DZ-42	AG55		DZ.TP	
DZ	FR	1	Región	Región	43				Mila	36.33657	6.06406	565	DZ-43	AG48		DZ.ML	
DZ	FR	1	Región	Región	44				Aïn Defla	36.16574	2.12882	428	DZ-44	AG35		DZ.AD	
DZ	FR	1	Región	Región	45				Naâma	33.16483	-0.37656	113	DZ-45	AG49		DZ.NA	
EE	EN	1	County	County	65				Põlva	58.02347	27.21597	43	EE-65	EN12	EE008	EE.PL	65
EE	EN	1	County	County	67				Pärnu	58.42779	24.47133	13	EE-67	EN11	EE004	EE.PR	67
EE	EN	1	County	County	70				Rapla	58.94038	24.69078	71	EE-70	EN13	EE006	EE.RA	70
EE	EN	1	County	County	74				Saare	58.39451	22.60949	6	EE-74	EN14	EE004	EE.SA	74
EE	EN	1	County	County	78				Tartu	58.36620	26.72947	61	EE-78	EN18	EE008	EE.TA	78
EE	EN	1	County	County	82				Valga	57.95596	26.21362	104	EE-82	EN19	EE008	EE.VG	82
EE	EN	1	County	County	84				Viljandi	58.33863	25.59231	77	EE-84	EN20	EE008	EE.VD	84
EE	EN	1	County	County	86				Võru	57.74360	27.05159	138	EE-86	EN21	EE008	EE.VR	86
EE	ET	1	County	County	37				Harjumaa	59.37092	24.83080	37	EE-37	EN01	EE001	EE.HA	37
EE	ET	1	County	County	39				Hiiumaa	58.86711	22.68924	9	EE-39	EN02	EE004	EE.HI	39
EE	ET	1	County	County	44				Ida-Virumaa	59.29109	27.37820	50	EE-44	EN03	EE007	EE.IV	44
EE	ET	1	County	County	49				Jõgevamaa	58.71294	26.50073	99	EE-49	EN05	EE008	EE.JN	49
EE	ET	1	County	County	51				Järvamaa	58.92769	25.69011	87	EE-51	EN04	EE006	EE.JR	51
EE	ET	1	County	County	57				Läänemaa	58.87889	23.70299	20	EE-57	EN07	EE004	EE.LN	57
EE	ET	1	County	County	59				Lääne-Virumaa	59.29361	26.29470	60	EE-59	EN08	EE006	EE.LV	59
EE	ET	1	County	County	65				Põlvamaa	58.02347	27.21597	43	EE-65	EN12	EE008	EE.PL	65
EE	ET	1	County	County	67				Pärnumaa	58.42779	24.47133	13	EE-67	EN11	EE004	EE.PR	67
EE	ET	1	County	County	70				Raplamaa	58.94038	24.69078	71	EE-70	EN13	EE006	EE.RA	70
EE	ET	1	County	County	74				Saaremaa	58.39451	22.60949	6	EE-74	EN14	EE004	EE.SA	74
EE	ET	1	County	County	78				Tartumaa	58.36620	26.72947	61	EE-78	EN18	EE008	EE.TA	78
EE	ET	1	County	County	82				Valgamaa	57.95596	26.21362	104	EE-82	EN19	EE008	EE.VG	82
EE	ET	1	County	County	84				Viljandimaa	58.33863	25.59231	77	EE-84	EN20	EE008	EE.VD	84
EE	ET	1	County	County	86				Võrumaa	57.74360	27.05159	138	EE-86	EN21	EE008	EE.VR	86
EG	EN	1	Governorate	Governorate	01				Alexandria	31.00331	29.74629	33	EG-ALX	EG06		EG.IK	
EG	EN	1	Governorate	Governorate	02				Aswan	24.04628	32.88291	134	EG-ASN	EG16		EG.AN	
EG	EN	1	Governorate	Governorate	03				Asyout	27.05436	31.33238	56	EG-AST	EG17		EG.AT	
EG	EN	1	Governorate	Governorate	04				Bani Sueif	28.94699	30.95774	34	EG-BNS	EG18		EG.BN	
EG	EN	1	Governorate	Governorate	05				Beheira	30.75287	30.31616	6	EG-BH	EG03		EG.BH	
EG	EN	1	Governorate	Governorate	06				Cairo	30.07773	31.34350	97	EG-C	EG11		EG.QH	
EG	EN	1	Governorate	Governorate	07				Daqahlia	31.12889	31.75707	4	EG-DK	EG01		EG.DQ	
EG	EN	1	Governorate	Governorate	08				Dumiat	31.40146	31.80181	5	EG-KFS	EG20		EG.KS	
EG	EN	1	Governorate	Governorate	09				El Bahr El Ahmar	25.07301	34.54700	50	EG-BA	EG02		EG.BA	
EG	EN	1	Governorate	Governorate	10				El Ismailia	30.63897	32.23820	11	EG-IS	EG07		EG.IS	
EG	EN	1	Governorate	Governorate	11				El Suez	29.85911	32.47587	13	EG-SUZ	EG15		EG.SW	
EG	EN	1	Governorate	Governorate	12				El Wadi El Gedeed	25.46550	29.30519	111	EG-WAD	EG13		EG.WJ	
EG	EN	1	Governorate	Governorate	13				Fayoum	29.31594	30.60650	14	EG-FYM	EG04		EG.FY	
EG	EN	1	Governorate	Governorate	14				Gharbia	30.82097	31.01904	16	EG-GH	EG05		EG.GH	
EG	EN	1	Governorate	Governorate	15				Giza	30.03592	31.17754	113	EG-GZ	EG08		EG.JZ	
EG	EN	1	Governorate	Governorate	17				Kafr El Sheikh	31.29132	30.79293	3	EG-KFS	EG21		EG.KS	
EG	EN	1	Governorate	Governorate	18				Luxor	25.70906	32.64150	85	EG-LX	EG28		EG.UQ	
EG	EN	1	Governorate	Governorate	19				Matrouh	31.03096	27.57349	58	EG-MT	EG22		EG.MT	
EG	EN	1	Governorate	Governorate	20				Menia	28.11451	30.74227	43	EG-MN	EG10		EG.MN	
EG	EN	1	Governorate	Governorate	21				Menofia	30.46898	30.90010	17	EG-MNF	EG09		EG.MF	
EG	EN	1	Governorate	Governorate	22				North Sinai	30.69834	33.63486	20	EG-SIN	EG27		EG.SS	
EG	EN	1	Governorate	Governorate	23				Port Said	31.22554	32.29436	3	EG-PTS	EG19		EG.BS	
EG	EN	1	Governorate	Governorate	24				Qalubia	30.28465	31.31977	21	EG-KB	EG12		EG.QL	
EG	EN	1	Governorate	Governorate	25				Qena	25.96357	32.73814	76	EG-KN	EG23		EG.QN	
EG	EN	1	Governorate	Governorate	26				Sharqia	30.70663	31.72330	12	EG-SHR	EG14		EG.SQ	
EG	EN	1	Governorate	Governorate	28				Sohag	26.62146	31.68156	68	EG-SHG	EG24		EG.SJ	
EG	EN	1	Governorate	Governorate	29				South Sinai	28.62680	33.82165	38	EG-JS	EG26		EG.JS	
EH	EN	1	Province	Province	01				Guelmim-Es Semara	26.83288	-11.10663		-	-		EH.ES	
EH	EN	1	Province	Province	02				Laâyoune-Boujdour-Sakia el Hamra	26.63147	-13.36248		-	-		EH.BO	
EH	EN	1	Province	Province	03				Oued Ed Dahab-Lagouira	22.68386	-15.41887		-	-		EH.OD	
ER	EN	1	Region	Region	01				Southern Red Sea	13.90422	41.82952	385	ER-DK	ER03		ER.DK	01
ER	EN	1	Region	Region	02				Maekel	15.31884	38.96612	2269	ER-MA	ER05		ER.MA	02
ER	EN	1	Region	Region	03				Northern Red Sea	16.19482	39.04734	1069	ER-SK	ER06		ER.SK	03
ER	EN	1	Region	Region	04				Anseba	15.85959	38.45493	1392	ER-AN	ER01		ER.AN	04
ER	EN	1	Region	Region	05				Gash Barka	15.26726	37.53769	1010	ER-GB	ER04		ER.GB	05
ER	EN	1	Region	Region	06				Debub	14.76586	39.03680	1645	ER-DU	ER02		ER.DU	06
FJ	EN	1	Division	Division	03				Northern	-16.62682	179.01793	65	FJ-N	-		FJ.NO	
FJ	EN	1	Dependency	Dependency	04				Rotuma	-12.50251	177.07242	148	FJ-R	-		FJ.RO	
FJ	EN	1	Division	Division	05				Western	-17.75109	177.77633	206	FJ-W	-		FJ.WE	
FK	EN	1	Island	Island	01				Barren Island	-52.38490	-59.70780	15					
FK	EN	1	Island	Island	02				Beauchene Island	-52.91670	-59.20000	15					
FK	EN	1	Island	Island	03				Beaver Island	-51.85300	-61.25320	15					
FK	EN	1	Island	Island	04				Bleaker Island	-52.22400	-58.90100	15					
FK	EN	1	Island	Island	05				Box Island	-51.35060	-59.83900	15					
FK	EN	1	Island	Island	06				Brocken Island	-51.34400	-59.67600	15					
FK	EN	1	Island	Island	07				Burnt Island	-51.41830	-60.13300	15					
FK	EN	1	Island	Island	08				Carcass Island	-51.28020	-60.56300	15					
FK	EN	1	Island	Island	09				Christmas Island	-51.37590	-59.96800	15					
FK	EN	1	Island	Island	10				Cow Island	-51.98770	-58.47070	15					
FK	EN	1	Island	Island	11				Cross Island	-52.18680	-60.70170	15					
FK	EN	1	Island	Island	12				Double Creek Islands	-51.97670	-60.56340	15					
FK	EN	1	Island	Island	13				Dry Island	-51.37090	-59.89800	15					
FK	EN	1	Island	Island	14				Dyke Island	-51.99260	-60.89500	15					
FK	EN	1	Island	Island	15				East Falkland	-51.64777	-58.51676	15					
FK	EN	1	Island	Island	16				Eddystone Island	-51.11300	-59.02800	15					
FK	EN	1	Island	Island	17				George Island	-52.33910	-59.75200	15					
FK	EN	1	Island	Island	18				Golding Island	-51.35500	-59.74900	15					
FK	EN	1	Island	Island	19				Great Island	-51.97250	-59.68620	15					
FK	EN	1	Island	Island	20				Jason Islands	-51.08100	-60.96000	15					
FK	EN	1	Island	Island	21				Keppel Island	-51.34200	-59.97600	15					
FK	EN	1	Island	Island	22				Middle Island	-51.40900	-59.70800	15					
FK	EN	1	Island	Island	23				New Island	-51.71372	-61.27280	15					
FK	EN	1	Island	Island	24				Outer Island	-51.86430	-60.52660	15					
FK	EN	1	Island	Island	25				Passage Island	-51.37110	-59.85300	15					
FK	EN	1	Island	Island	26				Peat Island	-52.18260	-60.47980	15					
FK	EN	1	Island	Island	27				Pebble Island	-51.28200	-59.63800	15					
FK	EN	1	Island	Island	28				Philmore Island	-51.98330	-58.45000	15					
FK	EN	1	Island	Island	29				Port Patterson	-51.28020	-60.56300	15					
FK	EN	1	Island	Island	30				Ruggles Island	-52.07500	-59.73030	15					
FK	EN	1	Island	Island	31				Sandbar Island	-51.92340	-59.64930	15					
FK	EN	1	Island	Island	32				Saunders Island	-51.37700	-60.09200	15					
FK	EN	1	Island	Island	33				Sea Lion Island	-52.43320	-59.09750	15					
FK	EN	1	Island	Island	34				Sedge Island	-51.15037	-60.41249	15					
FK	EN	1	Island	Island	35				Speedwell Island	-52.23560	-59.71530	15					
FK	EN	1	Island	Island	36				Spring Point Island	-51.85402	-60.46260	15					
FK	EN	1	Island	Island	37				Staats Island	-51.89120	-61.19390	15					
FK	EN	1	Island	Island	38				Swan Island	-51.79200	-59.59100	15					
FK	EN	1	Island	Island	39				Tickel Island	-51.99260	-59.65390	15					
FK	EN	1	Island	Island	40				Tussac Island	-52.20940	-60.50430	15					
FK	EN	1	Island	Island	41				Weddell Island	-51.89400	-60.97800	15					
FK	EN	1	Island	Island	42				West Falkland	-51.70195	-60.27825	15					
FK	EN	1	Island	Island	43				West Island	-52.01500	-60.99560	15					
FK	EN	1	Island	Island	44				West Point Island	-51.34833	-60.68629	15					
FK	EN	1	Island	Island	45				West Swan island	-51.78380	-59.64200	15					
FK	EN	1	Island	Island	46				Wolfe Island	-52.02250	-59.67590	15					
FM	EN	1	Associated state	Associated state	FM				Micronesia	7.43098	151.85207	10	FM	FM		FM	FM
FO	FO	1	Island	Island	01				Borðoy	62.25638	-6.57778	10	-	-			
FO	FO	1	Island	Island	02				Eysturoy	62.06972	-6.69000	31	-	-			
FO	FO	1	Island	Island	03				Fugloy	62.33083	-6.27361	43	-	-			
FO	FO	1	Island	Island	04				Hestur	61.95750	-6.88694	31	-	-			
FO	FO	1	Island	Island	05				Kalsoy	62.26500	-6.68139	13	-	-			
FO	FO	1	Island	Island	06				Koltur	61.98694	-6.96472	1	-	-			
FO	FO	1	Island	Island	07				Kunoy	62.27222	-6.60194	45	-	-			
FO	FO	1	Island	Island	08				Mykines	62.10416	-7.64611	19	-	-			
FO	FO	1	Island	Island	09				Nólsoy	62.00916	-6.66861	1	-	-			
FO	FO	1	Island	Island	10				Sandoy	61.78222	-6.67556	13	-	-			
FO	FO	1	Island	Island	11				Skúvoy	61.77416	-6.80472	1	-	-			
FO	FO	1	Island	Island	12				Stóra Dímun	61.69722	-6.75139	248	-	-			
FO	FO	1	Island	Island	13				Streymoy	61.99805	-6.77306	62	-	-			
FO	FO	1	Island	Island	14				Suðuroy	61.45555	-6.75917	64	-	-			
FO	FO	1	Island	Island	15				Svínoy	62.27972	-6.34861	41	-	-			
FO	FO	1	Island	Island	16				Vágar	62.09083	-7.36750	45	-	-			
FO	FO	1	Island	Island	17				Viðoy	62.29527	-6.51611	35	-	-			
FR	FR	1	Région métropolitaine	region	11				Île-de-France	48.70932	2.50340	91	FR-IDF	FRA8	FR1	FR.IF	11
FR	FR	1	Région métropolitaine	region	24				Centre-Val de Loire	47.48478	1.68439	105	FR-CVL	FRA3	FRB	FR.CN	24
FR	FR	1	Région métropolitaine	region	27				Bourgogne-Franche-Comté	47.23428	4.80686	510	FR-BFC	FRA1	FRC	FR.BF	27
FR	FR	1	Région métropolitaine	region	28				Normandie	49.12006	0.11094	129	FR-NOR	FR99	FRD	FR.ND	28
FR	FR	1	Région métropolitaine	region	32				Hauts-de-France	49.96952	2.77137	109	FR-HDF	FR86	FRE	FR.NC	32
FR	FR	1	Région métropolitaine	region	44				Grand-Est	48.68898	5.61311	271	FR-GES	FRA4	PRF	FR.AO	44
CH	FR	1	Cantón	State	14				Nidwald	46.95582	8.39318	436	CH-NW	SZ13		CH.NW	07
CH	FR	1	Cantón	State	15				Obwald	46.86183	8.25870	454	CH-OW	SZ14		CH.OW	06
CH	FR	1	Cantón	State	16				Saint-Gall	47.29241	9.24419	450	CH-SG	SZ15		CH.SG	17
CH	FR	1	Cantón	State	17				Schaffhouse	47.71255	8.62029	436	CH-SH	SZ16		CH.SH	14
CH	FR	1	Cantón	State	18				Soleure	47.27979	7.64194	437	CH-SO	SZ18		CH.SO	11
CH	FR	1	Cantón	State	19				Schwytz	47.09034	8.71174	430	CH-SZ	SZ17		CH.SZ	05
CH	FR	1	Cantón	State	20				Thurgovie	47.56039	9.05641	488	CH-TG	SZ19		CH.TG	20
CH	FR	1	Cantón	State	21				Tessin	46.15958	8.86911	313	CH-TI	SZ20		CH.TI	21
CN	EN	1	Autonomous region	Autonomous region	15				Inner Mongolia	43.37822	115.05948	1047	CN-NM	CH20		CN.NM	15
CN	EN	1	Province	Province	36				Jiangxi	27.08746	114.90422	74	CN-JX	CH03		CN.JX	36
CN	EN	1	Province	Province	44				Guangdong	23.37903	113.76328	37	CN-GD	CH30		CN.GD	44
CN	ZH	1	省	Province	21				辽宁省	41.94365	122.52904	36	CN-LN	CH19		CN.LN	21
CN	ZH	1	省	Province	37				山东省	35.89396	117.92490	295	CN-SD	CH25		CN.SD	37
CN	ZH	1	省	Province	62				甘肃省	35.75183	104.28611	2002	CN-GS	CH15		CN.GS	62
CZ	CS	1	Hlavní město	Municipality	10				Praha	50.06728	14.44963	245	CZ-PR	EZ52	CZ010	CZ.PM	010
CZ	CS	1	Kraj	County	11				Středočeský kraj	49.96481	14.60189	285	CZ-ST	EZ88	CZ020	CZ.SK	020
DE	DE	1	Länder	State	10				Saarland	49.38437	6.95313	284	DE-SL	GM09	DEC	DE.SL	10
DE	DE	1	Länder	State	11				Berlin	52.50153	13.40186	42	DE-BE	GM16	DE3	DE.BE	11
DE	DE	1	Länder	State	12				Brandenburg	52.47289	13.39777	61	DE-BB	GM11	DE4	DE.BB	12
DE	DE	1	Länder	State	13				Mecklenburg-Vorpommern	53.75320	12.53465	34	DE-MV	GM12	DE8	DE.MV	13
DE	DE	1	Länder	State	14				Sachsen	51.05233	13.34856	252	DE-SN	GM13	DED	DE.SN	14
ES	ES	1	Comunidad autónoma	Autonomous community	08				Castilla-La Mancha	39.82170	-3.22732	642	ES-CM	SP54	ES42	ES.CM	05
GB	EN	1	Constituent country	Constituent country	NIR				Northern Ireland	54.68818	-6.67311	86	GB-NIR	-	UKN		NIR
GB	EN	1	Constituent country	Constituent country	SCT				Scotland	57.09365	-4.26719	78	GB-SCT	-	UKM		SCT
GB	EN	1	Constituent country	Constituent country	WLS				Wales	52.53748	-3.63770	83	GB-WLS	-	UKL		WLS
GD	EN	1	Parish	Parish	01				Saint Andrew	12.12067	-61.65566	130	GD-01	GJ01		GD.AN	0101
GD	EN	1	Parish	Parish	02				Saint David	12.04902	-61.68924	177	GD-02	GJ02		GD.DA	0102
GD	EN	1	Parish	Parish	03				Saint George	12.05322	-61.73089	26	GD-03	GJ03		GD.GE	0103
GD	EN	1	Parish	Parish	04				Saint John	12.14135	-61.71480	126	GD-04	GJ04		GD.JO	0104
GD	EN	1	Parish	Parish	05				Saint Mark	12.18888	-61.69241	29	GD-05	GJ05		GD.MA	0105
GD	EN	1	Parish	Parish	06				Saint Patrick	12.20057	-61.63788	46	GD-06	GJ06		GD.PA	0106
GD	EN	1	Dependency	Dependency	10				Southern Grenadine Islands	12.20057	-61.63788	46	GD-10	-		GD.CA	0106
GE	EN	1	Autonomous republic	Autonomous republic	01				Abkhazia	42.99151	41.14603	253	GE-AB	GG02		GE.AB	
GE	EN	1	Autonomous republic	Autonomous republic	02				Ajaria	41.64007	42.02755	16	GE-AJ	GG04		GE.AJ	
GE	EN	1	Region	Region	03				Guria	41.99168	42.08487	178	GE-GU	GG65		GE.GU	
GE	EN	1	Region	Region	04				Imereti	42.21029	42.94639	281	GE-IM	GG66		GE.IM	
GE	EN	1	Region	Region	05				Kakheti	41.88307	45.68521	755	GE-KA	GG67		GE.KA	
GE	EN	1	Region	Region	06				Kvemo Kartli	41.49143	44.51178	940	GE-KK	GG68		GE.KK	
GE	EN	1	Region	Region	07				Mtskheta-Mtianeti	42.23680	44.70687	1319	GE-MM	GG69		GE.MM	
GE	EN	1	Region	Region	08				Racha-Lochkhumi - Kvemo Svaneti	42.61741	43.05184	843	GE-RL	GG70		GE.RK	
GE	EN	1	Region	Region	09				Samegrelo-Zemo Svateni	42.57395	42.18125	41	GE-SZ	GG71		GE.SZ	
GE	EN	1	Region	Region	10				Samtskhe-Javakheti	41.57511	43.24555	1582	GE-SJ	GG72		GE.SJ	
ET	EN	1	Administration	Administration	01				Addis Ababa	8.97371	38.75497	2385	ET-AA	ET44		ET.AA	14
ET	EN	1	Region	Region	02				Afar	11.81295	40.67175	700	ET-AF	ET45		ET.AF	02
ET	EN	1	Region	Region	03				Amhara	12.09503	37.45287	2053	ET-AM	ET46		ET.AM	03
ET	EN	1	Region	Region	04				Benshangul-Gumaz	10.99763	35.21545	599	ET-BE	ET47		ET.BE	06
ET	EN	1	Administration	Administration	05				Dire Dawa	9.55344	41.85933	1206	ET-DD	ET48		ET.DD	15
ET	EN	1	Region	Region	06				Gambela	7.87051	34.14074	487	ET-GA	ET49		ET.GA	12
ET	EN	1	Region	Region	07				Harari	9.31034	42.12671	1923	ET-HA	ET50		ET.HA	13
ET	EN	1	Region	Region	08				Oromia	7.69399	39.85704	2002	ET-OR	ET51		ET.OR	04
ET	EN	1	Region	Region	09				Somali	6.93169	44.01179	509	ET-SO	ET52		ET.SO	05
ET	EN	1	Region	Region	10				Southern Nations Nationalities and People's Region	6.32458	36.58578	1916	ET-SN	ET54		ET.SN	07
ET	EN	1	Region	Region	11				Tigray	13.85895	38.71000	1864	ET-TI	ET53		ET.TI	01
FI	FI	1	Maakunta	Province	02				Etelä-Karjala	61.11820	28.10244	83	FI-02	FI17	FI187	FI.SK	09
FI	FI	1	Maakunta	Province	03				Etelä-Pohjanmaa	62.94331	23.52853	90	FI-03	FI18	FI194	FI.SO	14
FI	FI	1	Maakunta	Province	04				Etelä-Savo	61.69452	27.80050	107	FI-04	FI19	FI131	FI.SS	10
FI	FI	1	Maakunta	Province	05				Kainuu	64.37366	28.74375	173	FI-05	FI22	FI134	FI.KA	18
FI	FI	1	Maakunta	Province	06				Kanta-Häme	60.90702	24.30055	105	FI-06	FI20	FI184	FI.KH	05
FI	FI	1	Maakunta	Province	07				Keski-Pohjanmaa	63.56217	24.00136	72	FI-07	FI23	FI1A1	FI.CO	16
FI	FI	1	Maakunta	Province	08				Keski-Suomi	62.56667	25.55495	159	FI-08	FI24	FI193	FI.CF	13
FI	FI	1	Maakunta	Province	09				Kymenlaakso	60.78051	26.88293	52	FI-09	FI25	FI186	FI.KY	08
FI	FI	1	Maakunta	Province	10				Lappi	67.92223	25.81382	151	FI-10	FI26	FI1A3	FI.LA	19
FI	FI	1	Maakunta	Province	11				Päijät-Häme	61.32300	25.73225	120	FI-16	FI27	FI185	FI.PH	07
FI	FI	1	Maakunta	Province	12				Pirkanmaa	61.69869	23.78956	95	FI-11	FI28	FI197	FI.TR	06
FI	FI	1	Maakunta	Province	13				Pohjanmaa	63.11818	21.90611	11	FI-12	FI29	FI195	FI.OS	15
FI	FI	1	Maakunta	Province	14				Pohjois-Karjala	62.80621	30.15539	94	FI-13	FI30	FI133	FI.NK	12
FI	FI	1	Maakunta	Province	15				Pohjois-Pohjanmaa	65.27949	26.28904	120	FI-14	FI31	FI1A2	FI.NO	17
FI	FI	1	Maakunta	Province	16				Pohjois-Savo	63.08448	27.02535	186	FI-15	FI33	FI132	FI.NS	11
FI	FI	1	Maakunta	Province	17				Satakunta	61.59328	22.14831	70	FI-17	FI32	FI196	FI.SA	04
FI	FI	1	Maakunta	Province	18				Uusimaa	60.21872	25.27162	0	FI-18	FI35	FI181	FI.US	01
FI	FI	1	Maakunta	Province	19				Varsinais-Suomi	60.36279	22.44394	8	FI-19	FI34	FI183	FI.SF	02
FI	SV	1	Landskap	Province	02				Södra Karelen	61.11820	28.10244	76	FI-02	FI17	FI187	FI.SK	09
FI	SV	1	Landskap	Province	03				Södra Österbotten	62.94331	23.52853	93	FI-03	FI18	FI194	FI.SO	14
FI	SV	1	Landskap	Province	04				Södra Savolax	61.69452	27.80050	78	FI-04	FI19	FI131	FI.SS	10
FI	SV	1	Landskap	Province	05				Kajanaland	64.37366	28.74375	192	FI-05	FI22	FI134	FI.KA	18
FI	SV	1	Landskap	Province	06				Egentliga Tavastland	60.90702	24.30055	133	FI-06	FI20	FI184	FI.KH	05
FI	SV	1	Landskap	Province	07				Mellersta Österbotten	63.56217	24.00136	120	FI-07	FI23	FI1A1	FI.CO	16
FI	SV	1	Landskap	Province	08				Mellersta Finland	62.56667	25.55495	159	FI-08	FI24	FI193	FI.CF	13
FI	SV	1	Landskap	Province	09				Kymmenedalen	60.78051	26.88293	52	FI-09	FI25	FI186	FI.KY	08
FI	SV	1	Landskap	Province	10				Lappland	67.92223	26.50464	321	FI-10	FI26	FI1A3	FI.LA	19
FI	SV	1	Landskap	Province	11				Päijänne Tavastland	61.32300	25.73225	120	FI-16	FI27	FI185	FI.PH	07
FI	SV	1	Landskap	Province	12				Birkaland	61.69869	23.78956	95	FI-11	FI28	FI197	FI.TR	06
GE	EN	1	Region	Region	11				Shida Kartli	42.16011	43.98008	601	GE-SK	GG73		GE.SD	
GE	EN	1	District	District	12				Tbilisi	41.72162	44.80221	716	GE-TB	GG51		GE.TB	
GF	FR	1	Region	Region	03				Guyane	3.93548	-53.13219	101	FR-GF	FG00			
GG	EN	1	Island	Island	01				Isle of Sark	49.42985	-2.36661	101					
GG	EN	1	Island	Island	02				Isle of Guernsey	49.45296	-2.58341	12					
GG	EN	1	Island	Island	03				Isle of Alderney	49.71393	-2.19880	40					
GG	EN	1	Island	Island	04				Isle of Herm	49.47332	-2.44955	23					
GG	EN	1	Island	Island	05				Isle of Jethou	49.45788	-2.46297	17					
GG	EN	1	Island	Island	06				Isle of Brecqhou	49.43235	-2.38832	16					
GG	EN	1	Island	Island	07				Isle of Lihow	49.46084	-2.66709	13					
GG	EN	1	Dependency	Dependency	AL				Alderney	49.71253	-2.21073	5					
GG	EN	1	Parish	Parish	AN				Saint Andrew	49.44861	-2.57149	102					
GG	EN	1	Dependency	Dependency	BQ				Brecqhou	49.42859	-2.36669	17					
GG	EN	1	Parish	Parish	CA				Castel	49.47195	-2.59771	2					
GG	EN	1	Parish	Parish	FO				Forest	49.43132	-2.26271	80					
GG	EN	1	Dependency	Dependency	HM				Herm	49.49999	-2.56001	17					
